Course_number,Time1,Place
1122_515018,R34,ED303[GF]
1122_515019,R34,ED219[GF]
1122_515020,R34,ED103[GF]
1122_515021,R34,EE102[GF]
1122_515022,R34,ED201[GF]
1122_515023,R34,EE209[GF]
1122_515030,R12,EE105[GF]
1122_515031,R12,ED219[GF]
1122_515032,R12,EE102[GF]
1122_515036,R12,EDB26[GF]
1122_515113,W5,EE102[GF]
1122_515114,F7,ED301[GF]
1122_515118,F34,ED301[GF]
1122_515121,T2,EE102[GF]
1122_515123,R34,EDB26[GF]
1122_515125,W34,EE623[GF]
1122_515126,R2,ED116[GF]
1122_515127,R8,ED219[GF]
1122_515128,R8,ED116[GF]
1122_515130,R56,ED203[GF]
1122_515132,F5,EE208[GF]
1122_515133,R7,ED219[GF]
1122_515135,R2,EE209[GF]
1122_515136,R8,EE208[GF]
1122_515146,R34,ED220[GF]
1122_515151,W34,EE209[GF]
1122_515152,W34,ED116[GF]
1122_515156,R34,ED101[GF]
1122_515157,R34,EE113[GF]
1122_515158,F56,EE207[GF]
1122_515160,W2,EDB26[GF]
1122_515401,W34,CY203[GF]
1122_515404,R2,CY202[GF]
1122_515405,R5,CY202[GF]
1122_515406,W34,CY202[GF]
1122_515407,R34,CY203[GF]
1122_515408,R6,CY202[GF]
1122_515411,R78,CY202[GF]
1122_515503,F7,EC016[GF]
1122_515504,F7,ED117[GF]
1122_515505,F7,EDB27[GF]
1122_515506,R2,EC114[GF]
1122_515507,R2,EC122[GF]
1122_515508,R2,EDB27[GF]
1122_515512,R34,EC015[GF]
1122_515513,R34,EC016[GF]
1122_515518,F34,EC114[GF]
1122_515519,F34,EC122[GF]
1122_515607,R34,ED102[GF]
1122_515611,F56,ED117[GF]
1122_516007,W56,ED103[GF]
1122_516011,F34,EE207[GF]
1122_516100,R4,EE324[GF]
1122_516101,R4,EE130[GF]
1122_516102,R7,EE324[GF]
1122_516103,R7,EE106[GF]
1122_516110,F34,EE106[GF]
1122_516112,R56,EE132[GF]
1122_516113,R8,EE130[GF]
1122_516114,R8,EE106[GF]
1122_516115,Uabc,EE206[GF]
1122_516116,R56,EE106[GF]
1122_516117,R56,EE210[GF]
1122_516118,W3,EE210[GF]
1122_516123,W3,EE106[GF]
1122_516124,W3,EE206[GF]
1122_516126,R34,EE206[GF]
1122_516127,Uabc,EE205[GF]
1122_516132,Uabc,EE231[GF]
1122_516133,W56,EE132[GF]
1122_516210,W7,EB118[GF]
1122_516214,R2,EB117[GF]
1122_516218,Wa,EB108[GF]
1122_516219,Rab,EB108[GF]
1122_516231,R56,EB415[GF]
1122_516300,R23,EF202[GF]
1122_516301,F34,EF201[GF]
1122_516302,R34,EF205[GF]
1122_516303,T34,EF205[GF]
1122_516304,W4,EF205[GF]
1122_516309,R7,EF201[GF]
1122_516311,R4,EF202[GF]
1122_516312,W2,EF205[GF]
1122_516313,R5,EF104[GF]
1122_516314,F34,EF205[GF]
1122_516603,W2,SC204[GF]
1122_516607,R78,SC158[GF]
1122_516608,R34,SC158[GF]
1122_516610,F2,SC158[GF]
1122_516611,R2,SC158[GF]
1122_516616,W2,SC160[GF]
1122_516700,W34,SA320[GF]
1122_516701,R56,SC201[GF]
1122_516704,Wn,SA214[GF]
1122_516705,Wn,SA215[GF]
1122_516706,R3,SA320[GF]
1122_516707,R2,SA321[GF]
1122_516708,R56,SA320[GF]
1122_516709,F56,SA311[GF]
1122_516803,F2,SC159[GF]
1122_516805,W34,SB211[GF]
1122_516807,R12,SC159[GF]
1122_516811,R2,SB211[GF]
1122_516816,R3,SC159[GF]
1122_516817,R4,SB202[GF]
1122_534700,R678,HA107[GF]
1122_534701,R678,HA108[GF]
1122_534702,R678,HA109[GF]
1122_534703,R678,HA105[GF]
1122_534704,R678,NULL
1122_534705,R678,HA104[GF]
1122_534706,R678,HA101[GF]
1122_534707,R678,HA102[GF]
1122_535208,W34,ED101[GF]
1122_535211,R2,ED220[GF]
1122_535216,F34,NULL
1122_535218,W2,ED201[GF]
1122_535219,F2,ED101[GF]
1122_535504,R34,EC122[GF]
1122_535509,F2,ED117[GF]
1122_535514,R7,ED202[GF]
1122_535522,R34,ED202[GF]
1122_536107,F2,EE210[GF]
1122_536302,F34,EF202[GF]
1122_536305,R56,EF201[GF]
1122_536311,T34,EF201[GF]
1122_536312,R8,EF207[GF]
1122_536604,W2,SC158[GF]
1122_536605,W34,SC160[GF]
1122_536609,W6,SC160[GF]
1122_536700,W4,SA223[GF]
1122_536702,R34,SA213[GF]
1122_536703,F3,SA212[GF]
1122_536704,F4,SA213[GF]
1122_536706,R3,SA214[GF]
1122_536707,R2,SA214[GF]
1122_536710,R5,SA223[GF]
1122_536807,F34,SB203[GF]
1122_536808,W5,SB202[GF]
1122_536809,W7,SB202[GF]
1122_536950,T78,SC157[GF]
1122_536951,F78,SC157[GF]
1122_536958,T9,SC157[GF]
1122_536959,W7,SC157[GF]
1122_564000,F56,SA321[GF]
1122_564001,F56,SC106[GF]
1122_564002,F56,SC152[GF]
1122_564003,F56,SC201[GF]
1122_564004,F56,SC206[GF]
1122_564005,F56,SC204[GF]
1122_564006,F56,SC110[GF]
1122_564007,F56,SA320[GF]
1122_564008,F56,SC151[GF]
1122_564009,F56,SC109[GF]
1122_564011,R34,SA321[GF]
1122_564012,R34,SC106[GF]
1122_564013,R34,SC201[GF]
1122_564014,R34,SC207[GF]
1122_564015,R34,SC110[GF]
1122_564016,R34,SC109[GF]
1122_564017,R34,SC204[GF]
1122_564018,R34,SC152[GF]
1122_564019,R34,EE105[GF]
1122_564021,F56,A305[GF]
1122_564021,F56,SC207[GF]
1122_565000,R78,SA321[GF]
1122_565001,R78,SA320[GF]
1122_565002,R78,SC106[GF]
1122_565003,R78,SC001[GF]
1122_565004,R78,SA311[GF]
1122_565005,F34,SA321[GF]
1122_565006,F34,SA320[GF]
1122_565007,F34,SC106[GF]
1122_565008,F34,EC015[GF]
1122_565010,F34,SC105[GF]
1122_565029,R78,SC162[GF]
1122_566000,F2,SC106[GF]
1122_566002,F2,SC110[GF]
1122_566003,F2,SC151[GF]
1122_566004,F2,SC105[GF]
1122_566005,F2,SC109[GF]
1122_566006,W9,SC109[GF]
1122_567005,W34,EE105[GF]
1122_571002,Tn,ED202[GF]
1122_638005,R1,NULL
1122_638006,Ry,NULL
1122_638007,Ry,NULL
1122_638008,Rz,NULL
1122_638404,R5,CM212[GR]
1122_910001,W12,NULL
1122_910011,R1,NULL
1122_910013,F1,NULL
1122_910026,W8,NULL
1122_910035,F2,NULL
1122_910043,F1,NULL
1122_910045,F2,NULL
1122_910048,W67,NULL
1122_910055,R34,NULL
1122_910095,F34,NULL
1122_910100,W34,NULL
1122_910107,F67,NULL
1122_910117,W12,NULL
1122_910123,W12,NULL
1122_910129,Fab,NULL
1122_910142,T2,NULL
1122_910160,T34,NULL
1122_910161,F3,NULL
1122_910178,T2,NULL
1122_910179,T2,NULL
1122_910189,F12,NULL
1122_910190,F12,NULL
1122_910191,F67,NULL
1122_910194,R12,NULL
1122_910195,R12,NULL
1122_910200,T6,NULL
1122_910201,T6,NULL
1122_910202,F7,NULL
1122_910203,R34,NULL
1122_910207,R12,NULL
1122_910212,T89,NULL
1122_910220,F34,NULL
1122_910227,R12,NULL
1122_910228,R1,NULL
1122_910234,F1,NULL
1122_910237,R1,NULL
1122_910241,W8,NULL
1122_910252,W67,NULL
1122_910253,W12,NULL
1122_910257,F2,NULL
1122_910262,R1,NULL
1122_910272,W1,NULL
1122_910286,F1,NULL
1122_910289,W1,NULL
1122_910295,F12,NULL
1122_910299,F1,NULL
1122_910301,W1,NULL
1122_910304,F12,NULL
1122_910305,F1,NULL
1122_910308,F34,NULL
1122_910315,F4,NULL
1122_910326,W2,NULL
1122_910340,R1,NULL
1122_910341,F67,NULL
1122_910343,T4,NULL
1122_910387,R34,NULL
1122_910408,F1,NULL
1122_910409,F1,NULL
1122_910410,F1,NULL
1122_910411,F1,NULL
1122_910429,W67,NULL
1122_110039,W12,YT001[YM]
1122_110040,W12,YEC109[YM]
1122_110041,W12,YT001[YM]
1122_110042,W12,YT001[YM]
1122_110043,W12,YT001[YM]
1122_110044,W12,YT001[YM]
1122_110045,W12,YT001[YM]
1122_110047,W12,YT001[YM]
1122_110048,W12,YT001[YM]
1122_110203,W123456,YT002[YM]
1122_110204,W123456,YT002[YM]
1122_110205,W123456,YT002[YM]
1122_110206,W123456,YT002[YM]
1122_110207,W123456,YT002[YM]
1122_110208,W123456,YT002[YM]
1122_110209,W123456,YT002[YM]
1122_110210,W123456,YT002[YM]
1122_110211,W123456,YT002[YM]
1122_110212,W123456,YT002[YM]
1122_110213,W123456,YT002[YM]
1122_111806,W12345678,NULL
1122_111810,W12345678,NULL
1122_111812,W12345678,NULL
1122_111905,W1234n5678,NULL
1122_111906,W1234n5678,NULL
1122_111908,W1234n5678,NULL
1122_113100,W123456,YT002[YM]
1122_130000,Rn,YED214[YM]
1122_131411,W1234,NULL
1122_131412,W5678,NULL
1122_131415,W12345678,NULL
1122_131416,R1234,NULL
1122_131417,W1234,NULL
1122_132009,W1234n,NULL
1122_516704,R78,SA214[GF]
1122_516705,R78,SA215[GF]
1122_638005,F1,NULL
1122_638006,Fy,NULL
1122_638007,Fy,NULL
1122_638008,Fz,NULL
1122_110039,R12345678,YT001[YM]
1122_110040,R12345678,YEC109[YM]
1122_110041,R12345678,YT001[YM]
1122_110042,R12345678,YT001[YM]
1122_110043,R12345678,YT001[YM]
1122_110044,R12345678,YT001[YM]
1122_110045,R12345678,YT001[YM]
1122_110047,R12345678,YT001[YM]
1122_110048,R12345678,YT001[YM]
1122_110203,R1234,YT002[YM]
1122_110204,R1234,YT002[YM]
1122_110205,R1234,YT002[YM]
1122_110206,R1234,YT002[YM]
1122_110207,R1234,YT002[YM]
1122_110208,R1234,YT002[YM]
1122_110209,R1234,YT002[YM]
1122_110210,R1234,YT002[YM]
1122_110211,R1234,YT002[YM]
1122_110212,R1234,YT002[YM]
1122_110213,R1234,YT002[YM]
1122_111905,R1234n5678,NULL
1122_111906,R1234n5678,NULL
1122_111908,R1234n5678,NULL
1122_113100,R1234,YT002[YM]
1122_131411,R5678,NULL
1122_131412,R1234,NULL
1122_131415,R5678,NULL
1122_131417,R5678,NULL
1122_132009,R1234n,NULL
1122_110039,F1234,YT001[YM]
1122_110040,F1234,YEC109[YM]
1122_110041,F1234,YT001[YM]
1122_110042,F1234,YT001[YM]
1122_110043,F1234,YT001[YM]
1122_110044,F1234,YT001[YM]
1122_110045,F1234,YT001[YM]
1122_110047,F1234,YT001[YM]
1122_110048,F1234,YT001[YM]
1122_110203,F12345678,YT002[YM]
1122_110204,F12345678,YT002[YM]
1122_110205,F12345678,YT002[YM]
1122_110206,F12345678,YT002[YM]
1122_110207,F12345678,YT002[YM]
1122_110208,F12345678,YT002[YM]
1122_110209,F12345678,YT002[YM]
1122_110210,F12345678,YT002[YM]
1122_110211,F12345678,YT002[YM]
1122_110212,F12345678,YT002[YM]
1122_110213,F12345678,YT002[YM]
1122_111905,F1234n5678,NULL
1122_111906,F1234n5678,NULL
1122_111908,F1234n5678,NULL
1122_113100,F12345678,YT002[YM]
1122_131411,F5678,NULL
1122_131412,F5678,NULL
1122_131417,F5678,NULL
1122_132009,F12n78,NULL
